sp,support,plant.list.accepted
Acacia lycopodiifolia,F,TRUE
Acacia lysiphloia,F,TRUE
Acacia mabellae,F,TRUE
Acacia macbridei,C,TRUE
Acacia macdonnellensis,F,TRUE
Acacia macilenta,F,TRUE
Acacia mackeyana,F,TRUE
Acacia macnuttiana,F,TRUE
Acacia maconochieana,F,TRUE
Acacia macracantha,F,TRUE
Acacia macradenia,F,TRUE
Acacia macrostachya,F,TRUE
Acacia maidenii,F,TRUE
Acacia maitlandii,F,TRUE
Acacia malloclada,F,TRUE
Acacia mangium,F,TRUE
Acacia manipularis,F,TRUE
Acacia maranoensis,F,TRUE
Acacia marramamba,F,TRUE
Acacia martiusiana,C,TRUE
Acacia masliniana,F,TRUE
Acacia matthewii,F,TRUE
Acacia maxwellii,F,TRUE
Acacia mayana,F,TRUE
Acacia mearnsii,F,TRUE
Acacia megacephala,F,TRUE
Acacia megaladena,C,TRUE
Acacia megalantha,F,TRUE
Acacia meiantha,F,TRUE
Acacia meiosperma,F,TRUE
Acacia meisneri,F,TRUE
Acacia melanoxylon,F,TRUE
Acacia melleodora,F,TRUE
Acacia mellifera,F,TRUE
Acacia melvillei,F,TRUE
Acacia menabeensis,F,TRUE
Acacia menzelii,F,TRUE
Acacia meridionalis,C,TRUE
Acacia merinthophora,F,TRUE
Acacia merrallii,F,TRUE
Acacia merrickiae,F,TRUE
Acacia microbotrya,F,TRUE
Acacia microcalyx,F,TRUE
Acacia microcarpa,F,TRUE
Acacia microneura,F,TRUE
Acacia microsperma,F,TRUE
Acacia mimica,F,TRUE
Acacia mimula,F,TRUE
Acacia minutifolia,F,TRUE
Acacia minyura,F,TRUE
Acacia mitchellii,F,TRUE
Acacia mitodes,F,TRUE
Acacia modesta,F,TRUE
Acacia moirii,F,TRUE
Acacia mollifolia,F,TRUE
Acacia montana,F,TRUE
Acacia monticola,F,TRUE
Acacia montigena,C,TRUE
Acacia montis-usti,F,TRUE
Acacia mooreana,F,TRUE
Acacia mountfordiae,F,TRUE
Acacia mucronata,F,TRUE
Acacia muelleriana,F,TRUE
Acacia multisiliqua,F,TRUE
Acacia multispicata,F,TRUE
Acacia multistipulosa,F,TRUE
Acacia murrayana,F,TRUE
Acacia mutabilis,F,TRUE
Acacia myrmecophila,F,TRUE
Acacia myrtifolia,F,TRUE
Acacia nana,F,FALSE
Acacia nanodealbata,F,TRUE
Acacia nanopravissima,F,FALSE
Acacia nebrownii,F,TRUE
Acacia nematophylla,F,TRUE
Acacia neovernicosa,F,TRUE
Acacia neriifolia,F,TRUE
Acacia nervosa,F,TRUE
Acacia nesophila,F,TRUE
Acacia neurocarpa,F,TRUE
Acacia neurophylla,F,TRUE
Acacia newbeyi,F,TRUE
Acacia newmanii,F,FALSE
Acacia nigrescens,F,TRUE
Acacia nigricans,F,TRUE
Acacia nigripilosa,F,TRUE
Acacia nilotica,F,TRUE
Acacia nitidula,F,TRUE
Acacia nivea,F,TRUE
Acacia nodiflora,F,TRUE
Acacia notabilis,F,TRUE
Acacia nova-anglica,F,FALSE
Acacia nuperrima,F,TRUE
Acacia nyssophylla,F,TRUE
Acacia obesa,F,TRUE
Acacia obliquinervia,F,TRUE
Acacia obovata,F,TRUE
Acacia obtecta,F,TRUE
Acacia obtusata,F,TRUE
Acacia obtusifolia,F,TRUE
Acacia occidentalis,F,TRUE
Acacia octonervia,F,TRUE
Acacia oerfota,F,TRUE
Acacia oldfieldii,F,TRUE
Acacia olgana,F,TRUE
Acacia oligoneura,F,TRUE
Acacia olsenii,F,TRUE
Acacia omalophylla,F,TRUE
Acacia ommatosperma,F,TRUE
Acacia oncinocarpa,F,TRUE
Acacia oncinophylla,F,TRUE
Acacia ophiolithica,F,TRUE
Acacia oraria,F,TRUE
Acacia orbifolia,F,TRUE
Acacia origena,F,TRUE
Acacia orites,F,TRUE
Acacia ormocarpoides,F,FALSE
Acacia orthocarpa,F,TRUE
Acacia orthotricha,F,TRUE
Acacia oshanesii,F,TRUE
Acacia oswaldii,F,TRUE
Acacia oxycedrus,F,TRUE
Acacia oxyclada,F,TRUE
Acacia pachyacra,F,TRUE
Acacia pachycarpa,F,TRUE
Acacia pachyphloia,F,TRUE
Acacia pachyphylla,F,TRUE
Acacia pachypoda,F,TRUE
Acacia pallidifolia,F,TRUE
Acacia palustris,F,TRUE
Acacia papulosa,F,TRUE
Acacia papyrocarpa,F,TRUE
Acacia paradoxa,F,TRUE
Acacia paraensis,C,TRUE
Acacia paraneura,F,TRUE
Acacia parramattensis,F,TRUE
Acacia parvipinnula,F,TRUE
Acacia pataczekii,F,TRUE
Acacia patagiata,F,TRUE
Acacia paula,F,TRUE
Acacia pedleyi,F,TRUE
Acacia pellita,F,TRUE
Acacia pelophila,F,TRUE
Acacia pendula,F,TRUE
Acacia pennata,C,TRUE
Acacia pennatula,F,TRUE
Acacia penninervis,F,TRUE
Acacia pennivenia,F,TRUE
Acacia pentadenia,F,TRUE
Acacia pentagona,C,TRUE
Acacia perangusta,F,TRUE
Acacia permixta,F,TRUE
Acacia perryi,F,TRUE
Acacia pervillei,C,TRUE
Acacia petraea,F,TRUE
Acacia peuce,F,TRUE
Acacia phaeocalyx,F,TRUE
Acacia pharangites,F,TRUE
Acacia phasmoides,F,TRUE
Acacia phlebocarpa,F,TRUE
Acacia phlebopetala,F,TRUE
Acacia phlebophylla,F,TRUE
Acacia pickardii,F,TRUE
Acacia piligera,F,TRUE
Acacia pilligaensis,F,TRUE
Acacia pinguiculosa,F,TRUE
Acacia pinguifolia,F,TRUE
Acacia planifrons,F,TRUE
Acacia platycarpa,F,TRUE
Acacia plautella,F,TRUE
Acacia plectocarpa,F,TRUE
Acacia plicata,F,TRUE
Acacia plumosa,C,TRUE
Acacia podalyriifolia,F,TRUE
Acacia polhillii,C,TRUE
Acacia polifolia,F,TRUE
Acacia poliochroa,F,TRUE
Acacia polyacantha,F,TRUE
Acacia polyadenia,F,TRUE
Acacia polybotrya,F,TRUE
Acacia polyphylla,C,TRUE
Acacia polystachya,F,TRUE
Acacia porcata,F,TRUE
Acacia praecox,F,TRUE
Acacia praelongata,F,TRUE
Acacia praemorsa,F,TRUE
Acacia praetermissa,F,TRUE
Acacia prainii,F,TRUE
Acacia pravifolia,F,TRUE
Acacia pravissima,F,TRUE
Acacia preissiana,F,TRUE
Acacia pringlei,F,TRUE
Acacia prismifolia,F,TRUE
Acacia pritzeliana,F,TRUE
Acacia producta,F,TRUE
Acacia profusa,F,TRUE
Acacia proiantha,F,TRUE
Acacia prominens,F,TRUE
Acacia pruinescens,C,TRUE
Acacia pruinocarpa,F,TRUE
Acacia pruinosa,F,TRUE
Acacia pteridifolia,C,TRUE
Acacia pterocaulon,F,TRUE
Acacia ptychoclada,F,TRUE
Acacia ptychophylla,F,TRUE
Acacia pubescens,F,TRUE
Acacia pubicosta,F,TRUE
Acacia pubifolia,F,TRUE
Acacia pubirhachis,F,TRUE
Acacia pulchella,F,TRUE
Acacia pulviniformis,F,TRUE
Acacia puncticulata,F,TRUE
Acacia purpureopetala,F,TRUE
Acacia pusilla,F,TRUE
Acacia pustula,F,TRUE
Acacia pycnantha,F,TRUE
Acacia pycnocephala,F,TRUE
Acacia pycnostachya,F,TRUE
Acacia pygmaea,F,TRUE
Acacia pyrifolia,F,TRUE
Acacia quadrilateralis,F,TRUE
Acacia quadrimarginea,F,TRUE
Acacia quadrisulcata,F,TRUE
Acacia quinquenervia,F,TRUE
Acacia quornensis,F,TRUE
Acacia racospermoides,F,TRUE
Acacia ramiflora,F,TRUE
Acacia ramulosa,F,TRUE
Acacia recurvata,F,TRUE
Acacia redolens,F,TRUE
Acacia reficiens,F,TRUE
Acacia rehmanniana,F,TRUE
Acacia rendlei,F,TRUE
Acacia repanda,F,TRUE
Acacia repens,F,TRUE
Acacia resinicostata,F,TRUE
Acacia resinimarginea,F,TRUE
Acacia resinistipulea,F,TRUE
Acacia resinosa,F,TRUE
Acacia restiacea,F,TRUE
Acacia retinervis,F,TRUE
Acacia retinodes,F,TRUE
Acacia retivenea,F,TRUE
Acacia retrorsa,F,TRUE
Acacia retusa,C,TRUE
Acacia rhamphophylla,F,TRUE
Acacia rhetinocarpa,F,TRUE
Acacia rhigiophylla,F,TRUE
Acacia rhodophloia,F,TRUE
Acacia rhodoxylon,F,TRUE
Acacia riceana,F,TRUE
Acacia richardsii,F,TRUE
Acacia richii,F,TRUE
Acacia ridleyana,F,TRUE
Acacia rigens,F,TRUE
Acacia rigescens,F,TRUE
Acacia rigida,F,TRUE
Acacia riparia,C,TRUE
Acacia rivalis,F,TRUE
Acacia robbertsii,F,FALSE
Acacia robinae,F,TRUE
Acacia robusta,F,TRUE
Acacia robynsiana,F,TRUE
Acacia rossei,F,TRUE
Acacia rostellata,F,TRUE
Acacia rostellifera,F,TRUE
Acacia rothii,F,TRUE
Acacia rovumae,F,TRUE
Acacia roycei,F,TRUE
Acacia rubida,F,TRUE
Acacia rugata,C,TRUE
Acacia rupicola,F,TRUE
Acacia ruppii,F,TRUE
Acacia ryaniana,F,TRUE
Acacia sabulosa,F,TRUE
Acacia sakalava,C,TRUE
Acacia saliciformis,F,TRUE
Acacia salicina,F,TRUE
Acacia saligna,F,TRUE
Acacia sarcophylla,F,TRUE
Acacia saxatilis,F,TRUE
Acacia saxicola,F,TRUE
Acacia scalena,F,TRUE
Acacia schaffneri,F,TRUE
Acacia schinoides,F,TRUE
Acacia schweinfurthii,C,TRUE
Acacia sciophanes,F,TRUE
Acacia scirpifolia,F,TRUE
Acacia scleroclada,F,TRUE
Acacia sclerophylla,F,TRUE
Acacia sclerosperma,F,TRUE
Acacia scopulorum,F,TRUE
Acacia seclusa,F,FALSE
Acacia sedifolia,F,TRUE
Acacia sekhukhuniensis,F,FALSE
Acacia semicircinalis,F,TRUE
Acacia semilunata,F,TRUE
Acacia semirigida,F,TRUE
Acacia semitrullata,F,TRUE
Acacia senegal,F,TRUE
Acacia senegalensis,F,FALSE
Acacia sericata,F,TRUE
Acacia sericocarpa,F,TRUE
Acacia sericoflora,F,TRUE
Acacia sertiformis,F,TRUE
Acacia sessilis,F,TRUE
Acacia sessilispica,F,TRUE
Acacia setulifera,F,TRUE
Acacia seyal,F,TRUE
Acacia shirleyi,F,TRUE
Acacia shuttleworthii,F,TRUE
Acacia sibilans,F,TRUE
Acacia sibina,F,TRUE
Acacia siculiformis,F,TRUE
Acacia sieberiana,F,TRUE
Acacia signata,F,TRUE
Acacia silvestris,F,TRUE
Acacia simsii,F,TRUE
Acacia simulans,F,TRUE
Acacia singula,F,TRUE
Acacia sinuata,C,TRUE
Acacia smeringa,F,TRUE
Acacia solenota,F,TRUE
Acacia sorophylla,F,TRUE
Acacia spania,F,TRUE
Acacia sparsiflora,F,TRUE
Acacia spathulifolia,F,TRUE
Acacia speckii,F,TRUE
Acacia spectabilis,F,TRUE
Acacia sphaerocephala,F,TRUE
Acacia sphaerostachya,F,TRUE
Acacia sphenophylla,F,TRUE
Acacia spilleriana,F,TRUE
Acacia spinescens,F,TRUE
Acacia spinosissima,F,TRUE
Acacia spirorbis,F,TRUE
Acacia spondylophylla,F,TRUE
Acacia spongolitica,F,TRUE
Acacia squamata,F,TRUE
Acacia stanleyi,F,FALSE
Acacia startii,F,TRUE
Acacia steedmanii,F,TRUE
Acacia stellaticeps,F,TRUE
Acacia stenophylla,F,TRUE
Acacia stenoptera,F,TRUE
Acacia stereophylla,F,TRUE
Acacia stigmatophylla,F,TRUE
Acacia stipuligera,F,TRUE
Acacia stipulosa,F,TRUE
Acacia storyi,F,TRUE
Acacia stowardii,F,TRUE
Acacia striatifolia,F,TRUE
Acacia stricta,F,TRUE
Acacia strongylophylla,F,TRUE
Acacia stuhlmannii,F,TRUE
Acacia suaveolens,F,TRUE
Acacia subangulata,F,TRUE
Acacia suberosa,F,TRUE
Acacia subflexuosa,F,TRUE
Acacia sublanata,F,TRUE
Acacia subporosa,F,TRUE
Acacia subracemosa,F,TRUE
Acacia subrigida,F,TRUE
Acacia subsessilis,F,TRUE
Acacia subternata,F,TRUE
Acacia subtessarogona,F,TRUE
Acacia subtilinervis,F,TRUE
Acacia subulata,F,TRUE
Acacia sulcata,F,TRUE
Acacia sutherlandii,F,TRUE
Acacia swazica,F,TRUE
Acacia symonii,F,TRUE
Acacia synchronicia,F,TRUE
Acacia synoria,F,FALSE
Acacia tabula,F,FALSE
Acacia tanganyikensis,F,TRUE
Acacia tarculensis,F,TRUE
Acacia tayloriana,F,TRUE
Acacia telmica,F,TRUE
Acacia teniana,F,TRUE
Acacia tenuifolia,C,TRUE
Acacia tenuinervis,F,TRUE
Acacia tenuior,F,TRUE
Acacia tenuispica,F,TRUE
Acacia tenuispina,F,TRUE
Acacia tenuissima,F,TRUE
Acacia tephrina,F,TRUE
Acacia teretifolia,F,TRUE
Acacia terminalis,F,TRUE
Acacia tessellata,F,TRUE
Acacia tetanophylla,F,TRUE
Acacia tetragonocarpa,F,TRUE
Acacia tetragonophylla,F,TRUE
Acacia tetraneura,F,TRUE
Acacia tetraptera,F,TRUE
Acacia theronii,F,FALSE
Acacia thomsonii,F,TRUE
Acacia tindaleae,F,TRUE
Acacia tolmerensis,F,TRUE
Acacia tomentosa,F,TRUE
Acacia tonkinensis,C,TRUE
Acacia torta,C,TRUE
Acacia torticarpa,F,TRUE
Acacia tortilis,F,TRUE
Acacia tortuosa,F,TRUE
Acacia torulosa,F,TRUE
Acacia trachycarpa,F,TRUE
Acacia trachyphloia,F,TRUE
Acacia translucens,F,TRUE
Acacia tratmaniana,F,TRUE
Acacia trigonophylla,F,TRUE
Acacia trinalis,F,TRUE
Acacia trinervata,F,TRUE
Acacia trineura,F,TRUE
Acacia triptera,F,TRUE
Acacia triptycha,F,TRUE
Acacia triquetra,F,TRUE
Acacia tropica,F,TRUE
Acacia truculenta,F,TRUE
Acacia trulliformis,F,TRUE
Acacia truncata,F,TRUE
Acacia tuberculata,F,TRUE
Acacia tucumanensis,C,TRUE
Acacia tumida,F,TRUE
Acacia tysonii,F,TRUE
Acacia ulicifolia,F,TRUE
Acacia ulicina,F,TRUE
Acacia uliginosa,F,TRUE
Acacia umbellata,F,TRUE
Acacia uncifera,F,TRUE
Acacia uncinata,F,TRUE
Acacia uncinella,F,TRUE
Acacia undoolyana,F,TRUE
Acacia undosa,F,TRUE
Acacia undulifolia,F,TRUE
Acacia unguicula,F,TRUE
Acacia unifissilis,F,TRUE
Acacia urophylla,F,TRUE
Acacia valida,F,TRUE
Acacia validinervia,F,TRUE
Acacia varia,F,TRUE
Acacia vassalii,F,TRUE
Acacia velutina,C,TRUE
Acacia venulosa,F,TRUE
Acacia verniciflua,F,TRUE
Acacia veronica,F,TRUE
Acacia verricula,F,TRUE
Acacia verticillata,F,TRUE
Acacia vestita,F,TRUE
Acacia victoriae,F,TRUE
Acacia viguieri,F,TRUE
Acacia villosa,C,TRUE
Acacia vincentii,F,TRUE
Acacia viscidula,F,TRUE
Acacia visco,F,TRUE
Acacia vittata,F,TRUE
Acacia wanyu,F,TRUE
Acacia wardellii,F,TRUE
Acacia warramaba,F,TRUE
Acacia wattsiana,F,TRUE
Acacia weberbaueri,C,TRUE
Acacia websteri,F,TRUE
Acacia welwitschii,F,TRUE
Acacia whibleyana,F,TRUE
Acacia whitei,F,TRUE
Acacia wickhamii,F,TRUE
Acacia wilcoxii,F,TRUE
Acacia wilhelmiana,F,TRUE
Acacia willardiana,F,TRUE
Acacia willdenowiana,F,TRUE
Acacia williamsonii,F,TRUE
Acacia wilsonii,F,TRUE
Acacia wiseana,F,TRUE
Acacia xanthina,F,TRUE
Acacia xanthocarpa,F,TRUE
Acacia xanthophloea,F,TRUE
Acacia xerophila,F,TRUE
Acacia xiphophylla,F,TRUE
Acacia yirrkallensis,F,TRUE
Acacia yorkrakinensis,F,TRUE
Acacia zatrichota,F,TRUE
Acaena agnipila,F,FALSE
Acaena cylindristachya,F,FALSE
Acaena echinata,F,FALSE
Acaena latebrosa,F,TRUE
Acaena novae-zelandiae,F,TRUE
Acaena ovalifolia,F,TRUE
Acaena ovina,F,FALSE
Acaena stricta,F,TRUE
Acalypha allenii,F,TRUE
Acalypha alnifolia,F,TRUE
Acalypha ambigua,F,TRUE
Acalypha amblyodonta,C,TRUE
Acalypha amentacea,F,TRUE
Acalypha angustata,F,TRUE
Acalypha aristata,F,TRUE
Acalypha australis,F,TRUE
Acalypha brachiata,F,TRUE
Acalypha brachystachya,F,TRUE
Acalypha capensis,F,TRUE
Acalypha caperonioides,F,TRUE
Acalypha capillipes,F,TRUE
Acalypha caturus,F,TRUE
Acalypha chirindica,F,TRUE
Acalypha ciliata,F,TRUE
Acalypha communis,F,TRUE
Acalypha crenata,F,TRUE
Acalypha cuneata,C,TRUE
Acalypha depressinervia,F,TRUE
Acalypha diversifolia,C,TRUE
Acalypha ecklonii,F,TRUE
Acalypha elizabethiae,F,TRUE
Acalypha filiformis,C,TRUE
Acalypha fimbriata,F,TRUE
Acalypha fruticosa,F,TRUE
Acalypha glabrata,F,TRUE
Acalypha glandulifolia,F,TRUE
Acalypha havanensis,F,TRUE
Acalypha herzogiana,F,TRUE
Acalypha hispida,F,TRUE
Acalypha indica,F,TRUE
Acalypha infesta,F,TRUE
Acalypha insulana,F,TRUE
Acalypha integrifolia,F,TRUE
Acalypha lanceolata,F,TRUE
Acalypha lycioides,F,TRUE
Acalypha macrostachya,F,TRUE
Acalypha mapirensis,F,TRUE
Acalypha monococca,F,TRUE
Acalypha nemorum,F,TRUE
Acalypha ornata,C,TRUE
Acalypha ostryifolia,F,TRUE
Acalypha paupercula,F,TRUE
Acalypha peduncularis,F,TRUE
Acalypha plicata,F,TRUE
Acalypha poiretii,F,TRUE
Acalypha pubiflora,F,TRUE
Acalypha punctata,F,TRUE
Acalypha repanda,F,TRUE
Acalypha scandens,C,TRUE
Acalypha segetalis,F,TRUE
Acalypha skutchii,F,TRUE
Acalypha sonderiana,F,TRUE
Acalypha spiciflora,F,FALSE
Acalypha stachyura,F,TRUE
Acalypha stenoloba,C,TRUE
Acalypha stricta,F,TRUE
Acalypha virginica,F,TRUE
Acalypha wilkesiana,F,TRUE
Acalypha wilmsii,F,TRUE
Acampe pachyglossa,E,TRUE
Acanthella sprucei,F,TRUE
Acanthephippium bicolor,F,TRUE
Acanthephippium chrysoglossum,F,TRUE
Acanthephippium curtisii,F,TRUE
Acanthephippium eburneum,F,TRUE
Acanthephippium gougahensis,F,TRUE
Acanthephippium javanicum,F,TRUE
Acanthephippium lilacinum,F,TRUE
Acanthephippium mantinianum,F,TRUE
Acanthephippium parviflorum,F,TRUE
Acanthephippium pictum,F,TRUE
Acanthephippium splendidum,F,TRUE
Acanthephippium striatum,F,TRUE
Acanthephippium sylhetense,F,TRUE
Acanthocalycium ferrarii,F,FALSE
Acanthocalycium klimpelianum,F,TRUE
Acanthocalycium spiniflorum,F,TRUE
Acanthocarpus preissii,F,TRUE
Acanthocarpus rupestris,F,TRUE
Acanthocarpus verticillatus,F,TRUE
Acanthocereus baxaniensis,F,TRUE
Acanthocereus horridus,F,TRUE
Acanthocereus occidentalis,F,TRUE
Acanthocereus subinermis,C,TRUE
Acanthocereus tetragonus,C,TRUE
Acanthocladium dockeri,F,TRUE
Acanthocladus scleroxylon,F,TRUE
Acantholimon acanthobryum,F,TRUE
Acantholimon acerosum,F,TRUE
Acantholimon acmostegium,F,TRUE
Acantholimon afanassievii,F,TRUE
Acantholimon agropyroideum,F,TRUE
Acantholimon ahangarensis,F,TRUE
Acantholimon alaicum,F,TRUE
Acantholimon alatavicum,F,TRUE
Acantholimon alavae,F,TRUE
Acantholimon albertii,F,TRUE
Acantholimon albocalycinum,F,TRUE
Acantholimon alexandri,F,TRUE
Acantholimon alexeenkoanum,F,TRUE
Acantholimon amoenum,F,TRUE
Acantholimon anatolicum,F,TRUE
Acantholimon anisophyllum,F,TRUE
Acantholimon annae,F,TRUE
Acantholimon antilibanoticum,F,TRUE
Acantholimon anzobicum,F,TRUE
Acantholimon araxanum,F,TRUE
Acantholimon argyrostachyum,F,TRUE
Acantholimon aristulatum,F,TRUE
Acantholimon armenum,F,TRUE
Acantholimon artosense,F,TRUE
Acantholimon arundoscapum,F,TRUE
Acantholimon aspadanum,F,TRUE
Acantholimon asphodelinum,F,TRUE
Acantholimon astragalinum,F,TRUE
Acantholimon auganum,F,TRUE
Acantholimon aulieatense,F,TRUE
Acantholimon avanosicum,F,TRUE
Acantholimon avenaceum,F,TRUE
Acantholimon azizae,F,TRUE
Acantholimon bakhtiaricum,F,TRUE
Acantholimon balchanicum,F,TRUE
Acantholimon bashkaleicum,F,TRUE
Acantholimon baubaschatense,F,TRUE
Acantholimon birandii,F,TRUE
Acantholimon blakelockii,F,TRUE
Acantholimon blandum,F,TRUE
Acantholimon bodeanum,F,TRUE
Acantholimon bonesseae,F,TRUE
Acantholimon borodinii,F,TRUE
Acantholimon brachyphyllum,F,TRUE
Acantholimon brachystachyum,F,TRUE
Acantholimon bracteatum,F,TRUE
Acantholimon brecklei,F,TRUE
Acantholimon bromifolium,F,TRUE
Acantholimon butkovii,F,TRUE
Acantholimon cabulicum,F,TRUE
Acantholimon caesareum,F,TRUE
Acantholimon calocephalum,F,TRUE
Acantholimon calvertii,F,TRUE
Acantholimon capitatum,F,TRUE
Acantholimon carinatum,F,TRUE
Acantholimon caryophyllaceum,F,TRUE
Acantholimon catenatum,F,TRUE
Acantholimon cephalotes,F,TRUE
Acantholimon cephalotoides,F,TRUE
Acantholimon chitralicum,F,TRUE
Acantholimon chlorostegium,F,TRUE
Acantholimon chrysostegium,F,TRUE
Acantholimon cleistocalyx,F,TRUE
Acantholimon collare,F,TRUE
Acantholimon compactum,F,TRUE
Acantholimon confertiflorum,F,TRUE
Acantholimon cupreo-olivascens,F,TRUE
Acantholimon cymosum,F,TRUE
Acantholimon damassanum,F,TRUE
Acantholimon demavendicum,F,TRUE
Acantholimon densiflorum,F,TRUE
Acantholimon desertorum,F,TRUE
Acantholimon dianthifolium,F,TRUE
Acantholimon diapensioides,F,TRUE
Acantholimon distachyum,F,TRUE
Acantholimon distichum,F,TRUE
Acantholimon diversifolium,F,TRUE
Acantholimon doganii,F,TRUE
Acantholimon ecae,F,TRUE
Acantholimon edmondsonii,F,TRUE
Acantholimon ekatherinae,F,TRUE
Acantholimon ekbergianum,F,TRUE
Acantholimon ekimii,F,TRUE
Acantholimon embergeri,F,TRUE
Acantholimon erinaceum,F,TRUE
Acantholimon erythraeum,F,TRUE
Acantholimon eschkerense,F,TRUE
Acantholimon esfandiarii,F,TRUE
Acantholimon evrenii,F,TRUE
Acantholimon fasciculare,F,TRUE
Acantholimon faustii,F,TRUE
Acantholimon fedorovii,F,TRUE
Acantholimon festucaceum,F,TRUE
Acantholimon fetissovii,F,TRUE
Acantholimon flexuosum,F,TRUE
Acantholimon fominii,F,TRUE
Acantholimon gabrieljaniae,F,TRUE
Acantholimon gadukense,F,TRUE
Acantholimon gaudanense,F,TRUE
Acantholimon genistoides,F,TRUE
Acantholimon ghoranum,F,TRUE
Acantholimon gilliatii,F,TRUE
Acantholimon gillii,F,TRUE
Acantholimon glabratum,F,TRUE
Acantholimon glumaceum,F,TRUE
Acantholimon glutinosum,F,TRUE
Acantholimon goeksunicum,F,TRUE
Acantholimon gontscharovii,F,TRUE
Acantholimon gorganense,F,TRUE
Acantholimon gracillimum,F,TRUE
Acantholimon grammophyllum,F,TRUE
Acantholimon griffithianum,F,TRUE
Acantholimon gulistanum,F,TRUE
Acantholimon haesarensis,F,TRUE
Acantholimon halophilum,F,TRUE
Acantholimon hariabense,F,TRUE
Acantholimon hedinii,F,TRUE
Acantholimon heratense,F,TRUE
Acantholimon heweri,F,TRUE
Acantholimon hilariae,F,TRUE
Acantholimon hindukushum,F,TRUE
Acantholimon hissaricum,F,TRUE
Acantholimon hohenackeri,F,TRUE
Acantholimon homophyllum,F,TRUE
Acantholimon hormozganense,F,TRUE
Acantholimon horridum,F,TRUE
Acantholimon hoshapicum,F,TRUE
Acantholimon huetii,F,TRUE
Acantholimon hyalinum,F,TRUE
Acantholimon hypochaerum,F,TRUE
Acantholimon hystrix,F,TRUE
Acantholimon iconicum,F,TRUE
Acantholimon incomptum,F,TRUE
Acantholimon inerme,F,TRUE
Acantholimon jarmilae,F,TRUE
Acantholimon kandaharense,F,TRUE
Acantholimon karamanicum,F,TRUE
Acantholimon karatavicum,F,TRUE
Acantholimon karelinii,F,TRUE
Acantholimon kaschgaricum,F,TRUE
Acantholimon katrantavicum,F,TRUE
Acantholimon kermanense,F,TRUE
Acantholimon kjurendaghi,F,TRUE
Acantholimon knorringianum,F,TRUE
Acantholimon koeiei,F,TRUE
Acantholimon koelzii,F,TRUE
Acantholimon koeycegizicum,F,TRUE
Acantholimon kokandense,F,TRUE
Acantholimon komarovii,F,TRUE
Acantholimon korolkovii,F,TRUE
Acantholimon korovinii,F,TRUE
Acantholimon kotschyi,F,TRUE
Acantholimon kuramense,F,TRUE
Acantholimon kutschanense,F,TRUE
Acantholimon laevigatum,F,TRUE
Acantholimon langaricum,F,TRUE
Acantholimon latifolium,F,TRUE
Acantholimon laxiflorum,F,TRUE
Acantholimon laxum,F,TRUE
Acantholimon lepturoides,F,TRUE
Acantholimon leucacanthum,F,TRUE
Acantholimon leucochlorum,F,TRUE
Acantholimon libanoticum,F,TRUE
Acantholimon linczevskianum,F,TRUE
Acantholimon linczevskii,F,TRUE
Acantholimon litvinovii,F,TRUE
Acantholimon longiflorum,F,TRUE
Acantholimon longiscapum,F,TRUE
Acantholimon lycaonicum,F,TRUE
Acantholimon lycopodioides,F,TRUE
Acantholimon macranthum,F,TRUE
Acantholimon macropetalum,F,TRUE
Acantholimon macrostachyum,F,TRUE
Acantholimon majewianum,F,TRUE
Acantholimon margaritae,F,TRUE
Acantholimon melananthum,F,TRUE
Acantholimon mikeschinii,F,TRUE
Acantholimon minshelkense,F,TRUE
Acantholimon mirtadzadinii,F,TRUE
Acantholimon mishaudaghense,F,TRUE
Acantholimon mobayenii,F,TRUE
Acantholimon modestum,F,TRUE
Acantholimon movdarinum,F,TRUE
Acantholimon muchamedshanovii,F,TRUE
Acantholimon multiflorum,F,TRUE
Acantholimon munroanum,F,FALSE
Acantholimon muradicum,F,TRUE
Acantholimon nabievii,F,TRUE
Acantholimon narynense,F,TRUE
Acantholimon nawaricum,F,TRUE
Acantholimon nigricans,F,TRUE
Acantholimon nikitinii,F,TRUE
Acantholimon nuratavicum,F,TRUE
Acantholimon oliganthum,F,TRUE
Acantholimon olivieri,F,TRUE
Acantholimon ophiocladus,F,TRUE
Acantholimon pamiricum,F,TRUE
Acantholimon parviflorum,F,TRUE
Acantholimon pavlovii,F,TRUE
Acantholimon peculiare,F,TRUE
Acantholimon petraeum,F,TRUE
Acantholimon petuniiflorum,F,TRUE
Acantholimon physostegium,F,TRUE
Acantholimon podlechii,F,TRUE
Acantholimon poliochlorum,F,TRUE
Acantholimon polystachyum,F,TRUE
Acantholimon procumbens,F,TRUE
Acantholimon pskemense,F,TRUE
Acantholimon pterostegium,F,TRUE
Acantholimon puberulum,F,TRUE
Acantholimon pulchellum,F,TRUE
Acantholimon purpureum,F,TRUE
Acantholimon quettensis,F,TRUE
Acantholimon quinquelobum,F,TRUE
Acantholimon raddeanum,F,TRUE
Acantholimon raikoviae,F,TRUE
Acantholimon reflexifolium,F,TRUE
Acantholimon restiaceum,F,TRUE
Acantholimon revolutum,F,TRUE
Acantholimon rhodopolium,F,TRUE
Acantholimon roborowskii,F,TRUE
Acantholimon rudbaricum,F,TRUE
Acantholimon ruprechtii,F,TRUE
Acantholimon sackenii,F,TRUE
Acantholimon sahendicum,F,TRUE
Acantholimon salangensis,F,TRUE
