Species,NFC,Legume,Order,Family,Data_fixing,Source,Source2,Data_corrected,Species_corrected,Analysed_Werner_etal.
Trifolium vesiculosum,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Trifolium nanum,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Trifolium obscurum,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Trifolium repens,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Trifolium ochroleucum,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Trifolium oliganthum,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,Species_name_corrected,Analysed
Trifolium ornithopodioides,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,Species_name_corrected,Analysed
Trifolium palaestinum,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Trifolium pallescens,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Trifolium pallidum,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Trifolium pannonicum,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Trifolium petrisavii,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Trifolium parryi,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Trifolium patens,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Trifolium pauciflorum,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Trifolium philistaeum,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Trifolium physodes,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Trifolium plebeium,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Trifolium polystachyum,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Trifolium pseudostriatum,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Trifolium reflexum,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Trifolium resupinatum,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Trifolium retusum,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Trifolium rubens,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Trifolium rueppellianum,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Trifolium scutatum,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Trifolium semipilosum,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Trifolium simense,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Trifolium somalense,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Trifolium spumosum,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Trifolium squarrosum,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Trifolium stellatum,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Trifolium steudneri,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Trifolium stoloniferum,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Trifolium striatum,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Trifolium strictum,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,Species_name_corrected,Analysed
Trifolium subterraneum,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Trifolium suffocatum,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Trifolium tembense,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Trifolium thalii,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Trifolium tomentosum,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Trifolium tridentatum,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Trifolium tumens,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,Data_corrected,No_correction,Not_analysed
Trifolium uniflorum,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Trifolium usambarense,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Trifolium vernum,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Trifolium willdenovii,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Trifolium xerocephalum,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Trigonella anguina,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Trigonella arabica,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,Species_name_corrected,Analysed
Trigonella archiducis,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Trigonella arcuata,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Trigonella aurantiaca,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Trigonella balansae,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Trigonella berythea,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Trigonella caerulea,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Trigonella calliceras,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Trigonella cancellata,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Trigonella caelesyriaca,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Trigonella corniculata,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Trigonella cretica,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Trigonella cylindracea,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Trigonella emodi,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Trigonella foenum,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Trigonella geminiflora,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Trigonella glabra,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Trigonella gladiata,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Trigonella gracilis,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Trigonella hamosa,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Trigonella spruneriana,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Trigonella hybrida,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Trigonella occulta,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Trigonella stellata,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Trigonella suavissima,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Trigonella verae,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Tripodion tetraphyllum,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Ulex europaeus,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Ulex gallii,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Uraria crinita,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Uraria cylindracea,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Uraria lagopodioides,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Uraria lagopus,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Uraria picta,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Uraria rufescens,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Uraria spinosa,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,Species_name_corrected,Not_analysed
Vandasina retusa,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Vavilovia formosa,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vicia acutifolia,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vicia sativa,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Vicia americana,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Vicia amoena,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Vicia amphicarpa,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vicia amurensis,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vicia articulata,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Vicia ochroleuca,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vicia baicalensis,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vicia bakeri,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vicia benghalensis,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Vicia benthamiana,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vicia biennis,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vicia bithynica,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Vicia bungei,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vicia caroliniana,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vicia cassubica,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Vicia cracca,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Vicia villosa,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Vicia disperma,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Vicia dumetorum,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Vicia ervilia,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Vicia exigua,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vicia faba,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Vicia ferruginea,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vicia floridana,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vicia fulgens,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vicia graminea,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vicia grandiflora,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Vicia hirsuta,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Vicia hybrida,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Vicia hyrcanica,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vicia lathyroides,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Vicia laxiflora,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vicia ludoviciana,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Vicia lutea,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Vicia melanops,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vicia linearifolia,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,Species_name_corrected,Not_analysed
Vicia minutiflora,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vicia monantha,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Vicia montevidensis,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vicia narbonensis,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Vicia nipponica,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,Species_name_corrected,Not_analysed
Vicia palaestina,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vicia pannonica,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Vicia parviflora,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Vicia peregrina,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Vicia pisiformis,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vicia pseudorobus,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vicia pubescens,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vicia ramuliflora,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vicia rigidula,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vicia sepium,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Vicia serratifolia,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vicia sicula,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vicia sylvatica,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vicia tenuifolia,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Vicia tetrasperma,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Vicia unijuga,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Vicia venosa,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vigna aconitifolia,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vigna angularis,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Vigna angustifoliolata,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vigna candida,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vigna capensis,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vigna caracalla,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vigna coerulea,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vigna comosa,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vigna dalzelliana,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vigna davyi,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vigna decipiens,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vigna desmodioides,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vigna frutescens,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vigna gazensis,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vigna glabrescens,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vigna hispida,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vigna hosei,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vigna juncea,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vigna khandalensis,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vigna lanceolata,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vigna linearis,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vigna longifolia,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vigna luteola,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Vigna macrorrhyncha,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vigna marina,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Vigna minima,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vigna monophylla,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vigna multinervis,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vigna mungo,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Vigna nakashimae,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vigna nervosa,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vigna nuda,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vigna oblongifolia,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vigna owahuensis,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vigna parkeri,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vigna peduncularis,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vigna pilosa,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vigna pygmaea,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vigna radiata,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Vigna sandwicensis,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vigna stenoloba,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vigna stenophylla,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vigna subterranea,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Vigna trilobata,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Vigna triphylla,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vigna umbellata,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Vigna wilmsii,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Viminaria juncea,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Virgilia oroboides,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Virgilia divaricata,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Wiborgia armata,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Wiborgia mucronata,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Wiborgia incurvata,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Wiborgia monoptera,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Wiborgia obcordata,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Wiborgiella humilis,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Wisteria brachybotrys,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,Species_name_corrected,Not_analysed
Wisteria villosa,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Wisteria floribunda,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Wisteria frutescens,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Wisteria sinensis,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Wisteria venusta,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Xiphotheca elliptica,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Xiphotheca reflexa,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Analysed
Zornia brasiliensis,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Zornia capensis,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Zornia curvata,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Zornia diphylla,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Zornia gibbosa,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Zornia glabra,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Zornia guanipensis,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Zornia herbacea,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Zornia linearis,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Zornia milneana,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Zornia pratensis,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Zornia reticulata,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Appendices,No_correction,No_correction,Not_analysed
Ceratonia siliqua,Yes,Yes,Fabales,Fabaceae,No,Sprent2009,Table6.2,No_correction,No_correction,Analysed
Tylosema esculentum,Yes,Yes,Fabales,Fabaceae,No,Sprent2009,Table6.2,No_correction,No_correction,Analysed
