sp,support,source
Clerodendrum umbellatum,F,Flora_of_Pakistan
Cocos nucifera,C,Flora_of_Pakistan
Codiaeum variegatum,C,Flora_of_Pakistan
Combretum coccineum,F,Flora_of_Pakistan
Convolvulus pilosellifolius,F,Flora_of_Pakistan
Convolvulus tricolor,F,Flora_of_Pakistan
Cypripedium cordigerum,E,Flora_of_Pakistan
Epipogium aphyllum,M,Flora_of_Pakistan
Ficus auriculata,H,Flora_of_Pakistan
Ficus benjamina,H,Flora_of_Pakistan
Ficus deltoidea,F,Flora_of_Pakistan
Ficus elastica,F,Flora_of_Pakistan
Ficus racemosa,H,Flora_of_Pakistan
Ficus rumphii,F,Flora_of_Pakistan
Galium tricornutum,F,Flora_of_Pakistan
Galium tricornutum,C,Flora_of_Pakistan
Gmelina philippensis,C,Flora_of_Pakistan
Holosteum umbellatum,C,Flora_of_Pakistan
Homalocladium platycladum,F,Flora_of_Pakistan
Hygrophila polysperma,F,Flora_of_Pakistan
Ipomoea aquatica,F,Flora_of_Pakistan
Jasminum cuspidatum,F,Flora_of_Pakistan
Lablab purpureus,C,Flora_of_Pakistan
Lagenaria siceraria,C,Flora_of_Pakistan
Lathyrus cicera,F,Flora_of_Pakistan
Lathyrus hirsutus,F,Flora_of_Pakistan
Lathyrus odoratus,F,Flora_of_Pakistan
Lathyrus sativus,F,Flora_of_Pakistan
Lathyrus sphaericus,F,Flora_of_Pakistan
Leptadenia pyrotechnica,C,Flora_of_Pakistan
Liparis rostrata,E,Flora_of_Pakistan
Lonicera sempervirens,F,Flora_of_Pakistan
Moneses uniflora,F,Flora_of_Pakistan
Cadaba farinosa,F,Trees_and_Shrubs_of_Iran
Caesalpinia bonduc,F,Trees_and_Shrubs_of_Iran
Capparis cartilaginea,F,Trees_and_Shrubs_of_Iran
Celtis iguanaea,F,Trees_and_Shrubs_of_Iran
Cocculus pendulus,F,Trees_and_Shrubs_of_Iran
Ephedra foliata,F,Trees_and_Shrubs_of_Iran
Ficus benghalensis,F,Trees_and_Shrubs_of_Iran
Ficus religiosa,F,Trees_and_Shrubs_of_Iran
Jasminum officinale,F,Trees_and_Shrubs_of_Iran
Maerua arenaria,F,Trees_and_Shrubs_of_Iran
Rosa canina,F,Trees_and_Shrubs_of_Iran
Rosa moschata,F,Trees_and_Shrubs_of_Iran
Rosa webbiana,F,Trees_and_Shrubs_of_Iran
Sageretia thea,F,Trees_and_Shrubs_of_Iran
Vitis vinifera,F,Trees_and_Shrubs_of_Iran
Oldenlandia corymbosa,F,Flora_of_Pakistan
Orthilia secunda,F,Flora_of_Pakistan
Periploca aphylla,C,Flora_of_Pakistan
Phyllanthus reticulatus,F,Flora_of_Pakistan
Pilea microphylla,F,Flora_of_Pakistan
Plumbago zeylanica,F,Flora_of_Pakistan
Pupalia lappacea,F,Flora_of_Pakistan
Rhynchosia pulverulenta,F,Flora_of_Pakistan
Rivina humilis,F,Flora_of_Pakistan
Rosa canina,F,Flora_of_Pakistan
Rotala indica,F,Flora_of_Pakistan
Sabia campanulata,F,Flora_of_Pakistan
Sageretia filiformis,F,Flora_of_Pakistan
Sageretia thea,F,Flora_of_Pakistan
Solanum dulcamara,F,Flora_of_Pakistan
Solanum jasminoides,F,Flora_of_Pakistan
Solanum seaforthianum,F,Flora_of_Pakistan
Solena amplexicaulis,F,Flora_of_Pakistan
Thunbergia erecta,F,Flora_of_Pakistan
Trapa natans,F,Flora_of_Pakistan
Trapa natans,F,Flora_of_Pakistan
Trichophorum pumilum,C,Flora_of_Pakistan
Trichosanthes cucumerina,F,Flora_of_Pakistan
Trichosanthes dioica,F,Flora_of_Pakistan
Utricularia minor,F,Flora_of_Pakistan
Vicia monantha,F,Flora_of_Pakistan
Vicia narbonensis,F,Flora_of_Pakistan
Vicia peregrina,F,Flora_of_Pakistan
Vicia sepium,F,Flora_of_Pakistan
Vicia villosa,F,Flora_of_Pakistan
Vigna trilobata,F,Flora_of_Pakistan
Zannichellia palustris,F,Flora_of_Pakistan
Ziziphus rugosa,F,Flora_of_Pakistan
Cadaba farinosa,F,Agroforestree_Database
Combretum aculeatum,F,Agroforestree_Database
Combretum molle,F,Agroforestree_Database
Coula edulis,F,Agroforestree_Database
Derris elliptica,F,Agroforestree_Database
Derris trifoliata,F,Agroforestree_Database
Ficus religiosa,F,Agroforestree_Database
Ficus subcordata,F,Agroforestree_Database
Ficus thonningii,F,Agroforestree_Database
Osyris lanceolata,F,Agroforestree_Database
Paullinia cupana,F,Agroforestree_Database
Phyllanthus reticulatus,F,Agroforestree_Database
Pueraria montana,F,Agroforestree_Database
Rhamnus prinoides,F,Agroforestree_Database
Saba comorensis,F,Agroforestree_Database
Saba senegalensis,F,Agroforestree_Database
Santalum album,F,Agroforestree_Database
Santalum ellipticum,F,Agroforestree_Database
Sarcocephalus latifolius,F,Agroforestree_Database
Telfairia pedata,F,Agroforestree_Database
Ximenia americana,F,Agroforestree_Database
Ximenia caffra,F,Agroforestree_Database
Asystasia gangetica,F,Miller2004
Pupalia lappacea,F,Miller2004
Carissa spinarum,F,Miller2004
Cadaba farinosa,F,Miller2004
Peperomia blanda,F,Miller2004
Graderia fruticosa,F,Miller2004
Asplenium aethiopicum,F,Miller2004
Nephrolepis undulata,F,Miller2004
Pleopeltis macrocarpa,F,Miller2004
Asparagus africanus,F,Miller2004
Cymodocea rotundata,F,Miller2004
Cymodocea serrulata,F,Miller2004
Halodule uninervis,F,Miller2004
Syringodium isoetifolium,F,Miller2004
Thalassodendron ciliatum,F,Miller2004
Juncus bufonius,F ,Miller2004
Najas graminea,F,Miller2004
Najas marina,F,Miller2004
Potamogeton nodosus,F,Miller2004
Ruppia maritima,F,Miller2004
Acacia concinna,F,eFlora_China
Acampe ochracea,F,eFlora_China
Acampe praemorsa,F,eFlora_China
Acampe rigida,F,eFlora_China
Parthenocissus tricuspidata,F,eFlora_China
Acriopsis indica,F,eFlora_China
Eria robusta,F,eFlora_China
Alangium salviifolium,F,eFlora_China
Amydrium hainanense,F,eFlora_China
Amydrium sinense,F,eFlora_China
Anadendrum montanum,F,eFlora_China
Appendicula reflexa,F,eFlora_China
Arthropteris palisotii,F,eFlora_China
Asplenium nidus,F,eFlora_China
Bryobium pudicum,F,eFlora_China
Bulleyia yunnanensis,F,eFlora_China
Callostylis bambusifolia,F,eFlora_China
Callostylis rigida,F,eFlora_China
Campanulorchis thao,F,eFlora_China
Carissa spinarum,F,eFlora_China
Carissa spinarum,F,eFlora_China
Catunaregam spinosa,F,eFlora_China
Ceratostylis hainanensis,F,eFlora_China
Ceratostylis himalaica,F,eFlora_China
Ceratostylis subulata,F,eFlora_China
Champereia manillana,F,eFlora_China
Champereia manillana,F,eFlora_China
Champereia manillana,F,eFlora_China
Cissus javana,F,eFlora_China
Coelogyne assamica,F,eFlora_China
Coelogyne barbata,F,eFlora_China
Coelogyne calcicola,F,eFlora_China
Coelogyne corymbosa,F,eFlora_China
Coelogyne fimbriata,F,eFlora_China
Coelogyne flaccida,F,eFlora_China
Coelogyne griffithii,F,eFlora_China
Coelogyne leucantha,F,eFlora_China
Coelogyne longipes,F,eFlora_China
Coelogyne nitida,F,eFlora_China
Coelogyne occultata,F,eFlora_China
Coelogyne ovalis,F,eFlora_China
Coelogyne prolifera,F,eFlora_China
Coelogyne pulchella,F,eFlora_China
Coelogyne punctulata,F,eFlora_China
Coelogyne raizadae,F,eFlora_China
Coelogyne rigida,F,eFlora_China
Coelogyne sanderae,F,eFlora_China
Coelogyne schultesii,F,eFlora_China
Coelogyne stricta,F,eFlora_China
Coelogyne taronensis,F,eFlora_China
Coelogyne taronensis,F,eFlora_China
Coelogyne zhenkangensis,F,eFlora_China
Conchidium japonicum,F,eFlora_China
Conchidium muscicola,F,eFlora_China
Conchidium pusillum,F,eFlora_China
Crepidomanes bipunctatum,F,eFlora_China
Cryptochilus luteus,F,eFlora_China
Cryptochilus roseus,F,eFlora_China
Cryptochilus sanguineus,F,eFlora_China
Eria cristata,F,eFlora_China
Cymbidium aloifolium,F,eFlora_China
Cymbidium atropurpureum,F,eFlora_China
Cymbidium changningense,F,eFlora_China
Cymbidium cochleare,F,eFlora_China
Cymbidium concinnum,F,eFlora_China
Cymbidium devonianum,F,eFlora_China
Cymbidium elegans,F,eFlora_China
Cymbidium elegans,F,eFlora_China
Cymbidium erythraeum,F,eFlora_China
Cymbidium erythraeum,F,eFlora_China
Cymbidium erythraeum,F,eFlora_China
Cymbidium floribundum,F,eFlora_China
Cymbidium gaoligongense,F,eFlora_China
Cymbidium hookerianum,F,eFlora_China
Cymbidium iridioides,F,eFlora_China
Cymbidium lowianum,F,eFlora_China
Cymbidium lowianum,F,eFlora_China
Cymbidium lowianum,F,eFlora_China
Cymbidium maguanense,F,eFlora_China
Cymbidium mastersii,F,eFlora_China
Cymbidium paucifolium,F,eFlora_China
Cymbidium schroederi,F,eFlora_China
Cymbidium sichuanicum,F,eFlora_China
Cymbidium tracyanum,F,eFlora_China
Cymbidium wenshanense,F,eFlora_China
Cymbidium wenshanense,F,eFlora_China
Cymbidium wenshanense,F,eFlora_China
Cymbidium wilsonii,F,eFlora_China
Davallia denticulata,F,eFlora_China
Dendrochilum uncatum,F,eFlora_China
Dendrotrophe varians,F,eFlora_China
Diploprora championii,F,eFlora_China
Dischidia chinensis,F,eFlora_China
Drynaria rigidula,F,eFlora_China
Elaphoglossum angulatum,F,eFlora_China
Epipremnum pinnatum,F,eFlora_China
Eria clausa,F,eFlora_China
Eria coronaria,F,eFlora_China
Eria gagnepainii,F,eFlora_China
Eriodes barbata,F,eFlora_China
Esmeralda bella,F,eFlora_China
Esmeralda clarkei,F,eFlora_China
Euonymus fortunei,F,eFlora_China
Euonymus japonicus,F,eFlora_China
Gnetum gnemon,F,eFlora_China
Goodyera recurva,F,eFlora_China
Gouania javanica,F,eFlora_China
Gouania leptostachya,F,eFlora_China
Gouania leptostachya,F,eFlora_China
Gynura procumbens,F,eFlora_China
Hedera nepalensis,F,eFlora_China
Hygroryza aristata,F,eFlora_China
Hylocereus undatus,F,eFlora_China
Hymenophyllum polyanthos,F,eFlora_China
Ischnogyne mandarinorum,F,eFlora_China
Liparis assamica,F,eFlora_China
Liparis balansae,F,eFlora_China
Liparis bistriata,F,eFlora_China
Liparis bootanensis,F,eFlora_China
Liparis cespitosa,F,eFlora_China
Liparis chapaensis,F,eFlora_China
Liparis condylobulbon,F,eFlora_China
Liparis delicatula,F,eFlora_China
Liparis distans,F,eFlora_China
Liparis elliptica,F,eFlora_China
Liparis fargesii,F,eFlora_China
Liparis fissilabris,F,eFlora_China
Liparis grossa,F,eFlora_China
Liparis latilabris,F,eFlora_China
Liparis luteola,F,eFlora_China
Liparis mannii,F,eFlora_China
Liparis perpusilla,F,eFlora_China
Liparis resupinata,F,eFlora_China
Liparis somae,F,eFlora_China
Liparis stricklandiana,F,eFlora_China
Liparis viridiflora,F,eFlora_China
Lycium barbarum,F,eFlora_China
Maesa ramentacea,F,eFlora_China
Malania oleifera,F,eFlora_China
Micholitzia obcordata,F,eFlora_China
Micropera poilanei,F,eFlora_China
Microtatorchis compacta,F,eFlora_China
Monomeria barbata,F,eFlora_China
Mycaranthes floribunda,F,eFlora_China
Neogyna gardneriana,F,eFlora_China
Oberonia acaulis,F,eFlora_China
Oberonia acaulis,F,eFlora_China
Oberonia acaulis,F,eFlora_China
Oberonia anthropophora,F,eFlora_China
Oberonia arisanensis,F,eFlora_China
Oberonia austroyunnanensis,F,eFlora_China
Oberonia caulescens,F,eFlora_China
Oberonia cavaleriei,F,eFlora_China
Oberonia delicata,F,eFlora_China
Oberonia ensiformis,F,eFlora_China
Oberonia falconeri,F,eFlora_China
Oberonia gammiei,F,eFlora_China
Oberonia gigantea,F,eFlora_China
Oberonia integerrima,F,eFlora_China
Oberonia japonica,F,eFlora_China
Oberonia jenkinsiana,F,eFlora_China
Oberonia latipetala,F,eFlora_China
Oberonia longibracteata,F,eFlora_China
Oberonia mannii,F,eFlora_China
Oberonia menghaiensis,F,eFlora_China
Oberonia menglaensis,F,eFlora_China
Oberonia mucronata,F,eFlora_China
Oberonia pyrulifera,F,eFlora_China
Oberonia rufilabris,F,eFlora_China
Oberonia segawae,F,eFlora_China
Oberonia seidenfadenii,F,eFlora_China
Oberonia variabilis,F,eFlora_China
Ophioglossum pendulum,F,eFlora_China
Ornithochilus difformis,F,eFlora_China
Oxystophyllum changjiangense,F,eFlora_China
Panisea demissa,F,eFlora_China
Panisea tricallosa,F,eFlora_China
Panisea uniflora,F,eFlora_China
Panisea yunnanensis,F,eFlora_China
Paphiopedilum villosum,F,eFlora_China
Paphiopedilum villosum,F,eFlora_China
Phalaenopsis aphrodite,F,eFlora_China
Phalaenopsis aphrodite,F,eFlora_China
Phalaenopsis taenialis,F,eFlora_China
Phalaenopsis deliciosa,F,eFlora_China
Phalaenopsis lobbii,F,eFlora_China
Phalaenopsis malipoensis,F,eFlora_China
Phalaenopsis mannii,F,eFlora_China
Phalaenopsis stobartiana,F,eFlora_China
Phalaenopsis taenialis,F,eFlora_China
Phalaenopsis wilsonii,F,eFlora_China
Pholidota articulata,F,eFlora_China
Pholidota chinensis,F,eFlora_China
Pholidota convallariae,F,eFlora_China
Pholidota imbricata,F,eFlora_China
Pholidota missionariorum,F,eFlora_China
Pholidota pallida,F,eFlora_China
Pholidota protracta,F,eFlora_China
Pholidota yunnanensis,F,eFlora_China
Phreatia caulescens,F,eFlora_China
Phreatia formosana,F,eFlora_China
Phreatia morii,F,eFlora_China
Phreatia taiwaniana,F,eFlora_China
Pinalia acervata,F,eFlora_China
Pinalia amica,F,eFlora_China
Pinalia bipunctata,F,eFlora_China
Pinalia conferta,F,eFlora_China
Pinalia copelandii,F,eFlora_China
Pinalia donnaiensis,F,eFlora_China
Pinalia graminifolia,F,eFlora_China
Pinalia longlingensis,F,eFlora_China
Pinalia obvia,F,eFlora_China
Pinalia ovata,F,eFlora_China
Pinalia pachyphylla,F,eFlora_China
Pinalia spicata,F,eFlora_China
Pinalia stricta,F,eFlora_China
Pinalia yunnanensis,F,eFlora_China
Pleione albiflora,F,eFlora_China
Pleione forrestii,F,eFlora_China
Pleione forrestii,F,eFlora_China
Pleione humilis,F,eFlora_China
Podochilus khasianus,F,eFlora_China
Porpax ustulata,F,eFlora_China
Premna fulva,F,eFlora_China
Premna serratifolia,F,eFlora_China
Psilotum nudum,F,eFlora_China
Pyrola renifolia,F,eFlora_China
Pyrrosia lanceolata,F,eFlora_China
Remusatia hookeriana,F,eFlora_China
Remusatia pumila,F,eFlora_China
Rhynchanthus beesianus,F,eFlora_China
Rosa longicuspis,F,eFlora_China
Schefflera elliptica,F,eFlora_China
Schefflera macrophylla,F,eFlora_China
Schefflera pauciflora,F,eFlora_China
Schoepfia chinensis,F,eFlora_China
Schoepfia fragrans,F,eFlora_China
Schoepfia griffithii,F,eFlora_China
Schoepfia jasminodora,F,eFlora_China
Schoepfia jasminodora,F,eFlora_China
Schoepfia jasminodora,F,eFlora_China
Sunipia andersonii,F,eFlora_China
Sunipia annamensis,F,eFlora_China
Sunipia bicolor,F,eFlora_China
Sunipia candida,F,eFlora_China
Sunipia hainanensis,F,eFlora_China
Sunipia intermedia,F,eFlora_China
Sunipia rimannii,F,eFlora_China
Sunipia scariosa,F,eFlora_China
Sunipia soidaoensis,F,eFlora_China
Sunipia thailandica,F,eFlora_China
Taeniophyllum glandulosum,F,eFlora_China
Taeniophyllum pusillum,F,eFlora_China
Thelasis khasiana,F,eFlora_China
Thelasis pygmaea,F,eFlora_China
Trichotosia dasyphylla,F,eFlora_China
Trichotosia dongfangensis,F,eFlora_China
Trichotosia microphylla,F,eFlora_China
Utricularia striatula,F,eFlora_China
Vandopsis undulata,F,eFlora_China
Wightia speciosissima,F,eFlora_China
Ximenia americana,F,eFlora_China
Ypsilorchis fissipetala,F,eFlora_China
Zanthoxylum armatum,F,eFlora_China
Zanthoxylum oxyphyllum,F,eFlora_China
Ziziphus rugosa,F,eFlora_China
Grisollea myriantha,F,Catalogue_of_the_Vascular_Plants_of_Madagascar
Cautleya gracilis,E,Zotz2013
Cautleya spicata,E,Zotz2013
Alangium salviifolium,F,keralaplants
Anacolosa densiflora,F,keralaplants
Premna mollissima,F,keralaplants
Premna tomentosa,F,keralaplants
Santalum album,F,keralaplants
Schefflera actinophylla,F,keralaplants
Strombosia ceylanica,F,keralaplants
Ximenia americana,F,keralaplants
Alangium salviifolium,C,keralaplants
Cansjera rheedei,C,keralaplants
Carissa spinarum,C,keralaplants
Cestrum aurantiacum,C,keralaplants
Cestrum elegans,C,keralaplants
Cestrum parqui,C,keralaplants
Heterotis rotundifolia,C,keralaplants
Jasminum arborescens,C,keralaplants
Vigna aconitifolia,C,keralaplants
Ziziphus nummularia,C,keralaplants
Argyreia cuneata,F,keralaplants
Argyreia populifolia,F,keralaplants
Azima tetracantha,F,keralaplants
Bougainvillea glabra,F,keralaplants
Bougainvillea spectabilis,F,keralaplants
Caesalpinia decapetala,F,keralaplants
Caesalpinia globulorum,F,keralaplants
Canthium angustifolium,F,keralaplants
Capparis brevispina,F,keralaplants
Capparis fusifera,F,keralaplants
Capparis moonii,F,keralaplants
Capparis sepiaria,F,keralaplants
Capparis shevaroyensis,F,keralaplants
Capparis tenera,F,keralaplants
Capparis zeylanica,F,keralaplants
Carissa spinarum,F,keralaplants
Carissa spinarum,F,keralaplants
Carissa spinarum,F,keralaplants
Colubrina asiatica,F,keralaplants
Epiphyllum oxypetalum,F,keralaplants
Ficus heterophylla,F,keralaplants
Ficus superba,F,keralaplants
Flagellaria indica,F,keralaplants
Fuchsia regia,F,keralaplants
Grewia flavescens,F,keralaplants
Grewia carpinifolia,F,keralaplants
Hibiscus surattensis,F,keralaplants
Holmskioldia sanguinea,F,keralaplants
Holmskioldia sanguinea,F,keralaplants
Homalocladium platycladum,F,keralaplants
Ipomoea carnea,F,keralaplants
Jasminum cuspidatum,F,keralaplants
Mussaenda erythrophylla,F,keralaplants
Mussaenda frondosa,F,keralaplants
Mussaenda hirsutissima,F,keralaplants
Mussaenda treutleri,F,keralaplants
Phyllanthus reticulatus,F,keralaplants
Piper longum,F,keralaplants
Plumbago auriculata,F,keralaplants
Plumbago indica,F,keralaplants
Plumbago zeylanica,F,keralaplants
Pseudarthria viscida,F,keralaplants
Rhynchosia rufescens,F,keralaplants
Rosa multiflora,F,keralaplants
Sageretia hamosa,F,keralaplants
Salacia reticulata,F,keralaplants
Solanum muricatum,F,keralaplants
Solanum trilobatum,F,keralaplants
Thunbergia erecta,F,keralaplants
Zanthoxylum ovalifolium,F,keralaplants
Ziziphus rugosa,F,keralaplants
Weinmannia silvicola,F,nzflora
Adelobotrys acreana,E,Renner1986
Adelobotrys adscendens,E,Renner1986
Adelobotrys boissieriana,E,Renner1986
Adelobotrys ciliata,E,Renner1986
Adelobotrys intonsa,E,Renner1986
Adelobotrys klugii,E,Renner1986
Adelobotrys linearifolia,E,Renner1986
Adelobotrys macrantha,E,Renner1986
Adelobotrys macrophylla,E,Renner1986
Adelobotrys marginata,E,Renner1986
Adelobotrys monticola,E,Renner1986
Adelobotrys praetexta,E,Renner1986
Adelobotrys rachidotricha,E,Renner1986
Adelobotrys rotundifolia,E,Renner1986
Adelobotrys scandens,E,Renner1986
Adelobotrys spruceana,E,Renner1986
Adelobotrys subsessilis,E,Renner1986
Graffenrieda patens,E,Renner1986
Blakea anomala,E,Renner1986
Blakea austin-smithii,E,Renner1986
Blakea bracteata,E,Renner1986
Blakea brasiliensis,E,Renner1986
Blakea brunnea,E,Renner1986
Blakea calycosa,E,Renner1986
Blakea campii,E,Renner1986
Blakea rosea,E,Renner1986
Blakea chlorantha,E,Renner1986
Blakea crinita,E,Renner1986
Blakea cuatrecasii,E,Renner1986
Blakea eriocalyx,E,Renner1986
Blakea litoralis,E,Renner1986
Blakea foliacea,E,Renner1986
Blakea glabrescens,E,Renner1986
Blakea gracilis,E,Renner1986
Blakea granatensis,E,Renner1986
Blakea grandiflora,E,Renner1986
Blakea guatemalensis,E,Renner1986
Blakea hirsuta,E,Renner1986
Blakea hispida,E,Renner1986
Blakea jativae,E,Renner1986
Blakea lanuginosa,E,Renner1986
Blakea litoralis,E,Renner1986
Blakea nodosa,E,Renner1986
Blakea oldemanii,E,Renner1986
Blakea ovalis,E,Renner1986
Blakea pauciflora,E,Renner1986
Blakea penduliflora,E,Renner1986
Blakea podagrica,E,Renner1986
Blakea polyantha,E,Renner1986
Blakea pulverulenta,E,Renner1986
Blakea quadrangularis,E,Renner1986
Blakea quadriflora,E,Renner1986
Blakea repens,E,Renner1986
Blakea rosea,E,Renner1986
Blakea sawadae,E,Renner1986
Blakea schlimii,E,Renner1986
Blakea spruceana,E,Renner1986
Blakea subconnata,E,Renner1986
Blakea guatemalensis,E,Renner1986
Blakea subvaginata,E,Renner1986
Blakea tuberculata,E,Renner1986
Blakea wilburiana,E,Renner1986
Blakea trinervia,E,Renner1986
Clidemia epibaterium,E,Renner1986
Clidemia epiphytica,E,Renner1986
Clidemia longifolia,E,Renner1986
Clidemia radicans,E,Renner1986
Leandra candelabrum,E,Renner1986
Miconia arboricola,E,Renner1986
Miconia sarmentosa,E,Renner1986
Miconia urticoides,E,Renner1986
Topobea acuminata,E,Renner1986
Topobea aeruginosa,E,Renner1986
Topobea albertiae,E,Renner1986
Topobea watsonii,E,Renner1986
Topobea alternifolia,E,Renner1986
Topobea brenesii,E,Renner1986
Topobea brevibractea,E,Renner1986
Topobea calycularis,E,Renner1986
Topobea castanedae,E,Renner1986
Topobea cutucuensis,E,Renner1986
Topobea dodsonorum,E,Renner1986
Topobea maurofernandeziana,E,Renner1986
Topobea eplingii,E,Renner1986
Topobea floribunda,E,Renner1986
Topobea glaberrima,E,Renner1986
Topobea multiflora,E,Renner1986
Topobea maurofernandeziana,E,Renner1986
Topobea multiflora,E,Renner1986
Topobea pittieri,E,Renner1986
Topobea setosa,E,Renner1986
Topobea watsonii,E,Renner1986
Topobea watsonii,E,Renner1986
Epidendrum revertianum,F,Plants_of_Saint_Lucia
Ficus phatnophylla,F,Corner1967
Ficus menabeensis,H,Berg2003
Ficus humbertii,H,Berg2003
Ficus rigo,H,Berg2003
Ficus ingens,H,Berg2003
Ficus cordata,H,Berg2003
Ficus cordata,H,Berg2003
Ficus verruculosa,H,Berg2003
Ficus madagascariensis,H,Berg2003
Ficus tsjahela,H,Berg2003
Maclura cochinchinensis,F,Flora_Malesiana
Ficus insipida,F,Flora_of_Mesoamerica
Ficus yoponensis,F,Flora_of_Mesoamerica
Ficus maxima,F,Flora_of_Mesoamerica
Peperomia lancifolia,E,Peru_Checklist
Peperomia rhombea,E,Peru_Checklist
Clusia martiana,H,Species_List_flora_of_Brazil
Topobea brenesii,E,Flora_Mesoamericana
Lycianthes amatitlanensis,E,Species_List_flora_of_Brazil
Solandra grandiflora,E,Species_List_flora_of_Brazil
Solanum gonyrhachis,C,Species_List_flora_of_Brazil
Solanum seaforthianum,C,Species_List_flora_of_Brazil
Lycium barbarum,F,eFlora_China
Lycium barbarum,F,PlantNET
Capsicum coccineum,F,Peru_Checklist
Cestrum reflexum,F,Peru_Checklist
Juanulloa ochracea,F,Peru_Checklist
Juanulloa parasitica,F,Peru_Checklist
Schultesianthus dudleyi,F,Peru_Checklist
Schultesianthus leucanthus,F,Peru_Checklist
Solanum lanceifolium,F,Peru_Checklist
Solanum nemorense,F,Peru_Checklist
Solanum ternatum,F,Peru_Checklist
Dischidia chinensis,E,eFlora_China
Acampe ochracea,E,eFlora_China
Acampe praemorsa,E,eFlora_China
Acampe rigida,E,eFlora_China
Acriopsis indica,E,eFlora_China
Eria robusta,E,eFlora_China
Agapetes serpens,E,eFlora_China
Appendicula reflexa,E,eFlora_China
Asplenium nidus,E,eFlora_China
Bryobium pudicum,E,eFlora_China
Bulleyia yunnanensis,E,eFlora_China
Callostylis bambusifolia,E,eFlora_China
Callostylis rigida,E,eFlora_China
Campanulorchis thao,E,eFlora_China
Ceratostylis hainanensis,E,eFlora_China
Ceratostylis himalaica,E,eFlora_China
Ceratostylis subulata,E,eFlora_China
Conchidium japonicum,E,eFlora_China
Conchidium muscicola,E,eFlora_China
Conchidium pusillum,E,eFlora_China
Cryptochilus luteus,E,eFlora_China
Cryptochilus roseus,E,eFlora_China
Cryptochilus sanguineus,E,eFlora_China
Eria cristata,E,eFlora_China
Cymbidium aloifolium,E,eFlora_China
Cymbidium atropurpureum,E,eFlora_China
Cymbidium changningense,E,eFlora_China
Cymbidium cochleare,E,eFlora_China
Cymbidium concinnum,E,eFlora_China
Cymbidium elegans,E,eFlora_China
Cymbidium elegans,E,eFlora_China
Cymbidium erythraeum,E,eFlora_China
Cymbidium floribundum,E,eFlora_China
Cymbidium gaoligongense,E,eFlora_China
Cymbidium hookerianum,E,eFlora_China
Cymbidium iridioides,E,eFlora_China
Cymbidium lowianum,E,eFlora_China
Cymbidium maguanense,E,eFlora_China
Cymbidium mastersii,E,eFlora_China
Cymbidium paucifolium,E,eFlora_China
Cymbidium schroederi,E,eFlora_China
Cymbidium sichuanicum,E,eFlora_China
Cymbidium tracyanum,E,eFlora_China
Cymbidium wenshanense,E,eFlora_China
Cymbidium wilsonii,E,eFlora_China
Davallia denticulata,E,eFlora_China
Dendrochilum uncatum,E,eFlora_China
Diploprora championii,E,eFlora_China
Drynaria rigidula,E,eFlora_China
Eria clausa,E,eFlora_China
Eria coronaria,E,eFlora_China
Eria gagnepainii,E,eFlora_China
Eriodes barbata,E,eFlora_China
Esmeralda bella,E,eFlora_China
Esmeralda clarkei,E,eFlora_China
Goodyera recurva,E,eFlora_China
Ischnogyne mandarinorum,E,eFlora_China
Liparis assamica,E,eFlora_China
Liparis balansae,E,eFlora_China
Liparis bistriata,E,eFlora_China
Liparis bootanensis,E,eFlora_China
Liparis cespitosa,E,eFlora_China
Liparis chapaensis,E,eFlora_China
Liparis condylobulbon,E,eFlora_China
Liparis delicatula,E,eFlora_China
Liparis distans,E,eFlora_China
Liparis elliptica,E,eFlora_China
Liparis fargesii,E,eFlora_China
Liparis fissilabris,E,eFlora_China
Liparis grossa,E,eFlora_China
Liparis latilabris,E,eFlora_China
Liparis luteola,E,eFlora_China
Liparis mannii,E,eFlora_China
Liparis perpusilla,E,eFlora_China
Liparis resupinata,E,eFlora_China
Liparis somae,E,eFlora_China
Liparis stricklandiana,E,eFlora_China
Liparis viridiflora,E,eFlora_China
Micropera poilanei,E,eFlora_China
Microtatorchis compacta,E,eFlora_China
Mycaranthes floribunda,E,eFlora_China
Neogyna gardneriana,E,eFlora_China
Oberonia acaulis,E,eFlora_China
Oberonia acaulis,E,eFlora_China
Oberonia acaulis,E,eFlora_China
Oberonia anthropophora,E,eFlora_China
Oberonia arisanensis,E,eFlora_China
Oberonia austroyunnanensis,E,eFlora_China
Oberonia caulescens,E,eFlora_China
Oberonia cavaleriei,E,eFlora_China
Oberonia delicata,E,eFlora_China
Oberonia ensiformis,E,eFlora_China
Oberonia falconeri,E,eFlora_China
Oberonia gammiei,E,eFlora_China
Oberonia gigantea,E,eFlora_China
Oberonia integerrima,E,eFlora_China
Oberonia japonica,E,eFlora_China
Oberonia jenkinsiana,E,eFlora_China
Oberonia latipetala,E,eFlora_China
Oberonia longibracteata,E,eFlora_China
Oberonia mannii,E,eFlora_China
Oberonia menghaiensis,E,eFlora_China
Oberonia menglaensis,E,eFlora_China
Oberonia mucronata,E,eFlora_China
Oberonia pyrulifera,E,eFlora_China
Oberonia rufilabris,E,eFlora_China
Oberonia segawae,E,eFlora_China
Oberonia seidenfadenii,E,eFlora_China
Oberonia variabilis,E,eFlora_China
Ornithochilus difformis,E,eFlora_China
Oxystophyllum changjiangense,E,eFlora_China
Panisea demissa,E,eFlora_China
